,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp,month,day_of_year,year,heatwave_label
25,19.05,72.8,299.2911,297.26398,9.53e-08,3.97e-09,101609.25,1,13,2010,0
26,18.8,72.8,300.069,297.07718,0.0,0.0,101612.49,1,14,2010,0
27,19.05,72.8,300.33685,296.83923,0.0,0.0,101626.695,1,14,2010,0
28,18.8,72.8,300.72153,298.52795,0.0,0.0,101603.54,1,15,2010,0
29,19.05,72.8,301.08734,298.23856,0.0,0.0,101618.5,1,15,2010,0
30,18.8,72.8,301.00262,299.03534,0.0,0.0,101729.51,1,16,2010,0
31,19.05,72.8,301.40024,298.79355,0.0,0.0,101741.75,1,16,2010,0
32,18.8,72.8,300.91858,299.06744,0.0,0.0,101769.13,1,17,2010,0
33,19.05,72.8,301.23624,298.66098,0.0,0.0,101774.94,1,17,2010,0
34,18.8,72.8,299.14032,297.49783,0.0,0.0,101690.32,1,18,2010,0
35,19.05,72.8,299.62158,297.3083,0.0,0.0,101689.28,1,18,2010,0
36,18.8,72.8,300.28198,298.0615,0.0,0.0,101431.51,1,19,2010,0
37,19.05,72.8,300.98923,298.00888,0.0,0.0,101436.84,1,19,2010,0
38,18.8,72.8,301.74194,298.68848,0.0,0.0,101443.19,1,20,2010,0
39,19.05,72.8,302.39728,298.49597,0.0,0.0,101450.48,1,20,2010,0
40,18.8,72.8,301.9008,298.82858,0.0,0.0,101423.914,1,21,2010,0
41,19.05,72.8,302.32297,298.6726,0.0,0.0,101427.9,1,21,2010,0
42,18.8,72.8,300.04437,298.21924,0.0,0.0,101378.71,1,22,2010,0
43,19.05,72.8,300.76053,298.04987,0.0,0.0,101381.695,1,22,2010,0
44,18.8,72.8,299.9676,297.73038,0.0,0.0,101389.25,1,23,2010,0
45,19.05,72.8,300.7342,297.64447,0.0,0.0,101391.76,1,23,2010,0
46,18.8,72.8,298.8516,297.22455,0.0,0.0,101282.16,1,24,2010,0
47,19.05,72.8,299.51428,297.18176,0.0,0.0,101283.79,1,24,2010,0
48,18.8,72.8,300.47998,298.17096,0.0,0.0,101270.01,1,25,2010,0
49,19.05,72.8,301.20233,298.10617,0.0,0.0,101275.6,1,25,2010,0
50,18.8,72.8,301.67084,298.67215,0.0,0.0,101348.055,1,26,2010,0
51,19.05,72.8,301.94055,298.41992,0.0,0.0,101355.52,1,26,2010,0
52,18.8,72.8,301.05966,298.7236,0.0,0.0,101367.12,1,27,2010,0
53,19.05,72.8,301.25302,298.44925,0.0,0.0,101372.28,1,27,2010,0
54,18.8,72.8,300.5478,298.60318,0.0,0.0,101404.914,1,28,2010,0
55,19.05,72.8,300.88318,298.52982,0.0,0.0,101412.26,1,28,2010,0
56,18.8,72.8,300.33105,298.6956,0.0,0.0,101431.78,1,29,2010,0
57,19.05,72.8,300.72394,298.42874,0.0,0.0,101441.15,1,29,2010,0
58,18.8,72.8,300.898,298.73416,0.0,0.0,101411.94,1,30,2010,0
59,19.05,72.8,301.66107,298.5219,0.0,0.0,101422.06,1,30,2010,0
60,18.8,72.8,300.23325,298.599,0.0,0.0,101392.29,1,31,2010,0
61,19.05,72.8,301.0393,298.47043,0.0,0.0,101393.81,1,31,2010,0
62,18.8,72.8,299.83997,298.26263,0.0,0.0,101320.0,2,32,2010,0
63,19.05,72.8,300.42847,298.2487,0.0,0.0,101320.51,2,32,2010,0
64,18.8,72.8,299.35162,297.97598,0.0,0.0,101248.35,2,33,2010,0
65,19.05,72.8,299.94553,297.9542,0.0,0.0,101246.664,2,33,2010,0
66,18.8,72.8,298.97836,297.80206,0.0,0.0,101257.37,2,34,2010,0
67,19.05,72.8,299.48163,297.74936,0.0,0.0,101250.51,2,34,2010,0
68,18.8,72.8,298.7761,297.361,0.0,0.0,101327.195,2,35,2010,0
69,19.05,72.8,299.39456,297.37802,0.0,0.0,101325.055,2,35,2010,0
70,18.8,72.8,299.857,297.74594,0.0,0.0,101365.87,2,36,2010,0
71,19.05,72.8,300.68768,297.8242,0.0,0.0,101366.97,2,36,2010,0
72,18.8,72.8,300.04807,298.31024,0.0,0.0,101372.24,2,37,2010,0
73,19.05,72.8,300.84576,298.39114,0.0,0.0,101373.18,2,37,2010,0
74,18.8,72.8,301.22424,299.0164,0.0,0.0,101361.96,2,38,2010,0
75,19.05,72.8,301.76666,298.9988,0.0,0.0,101363.24,2,38,2010,0
76,18.8,72.8,299.4183,298.32425,0.0,0.0,101240.12,2,39,2010,0
77,19.05,72.8,299.82306,298.33353,0.0,0.0,101235.63,2,39,2010,0
78,18.8,72.8,299.32288,297.84814,0.00015068,1.78e-05,101150.69,2,40,2010,0
79,19.05,72.8,299.8036,297.87988,0.000189178,1.95e-05,101149.31,2,40,2010,0
80,18.8,72.8,298.6735,297.314,2.86e-07,3.58e-08,101168.46,2,41,2010,0
81,19.05,72.8,299.18005,297.36743,0.0,0.0,101167.77,2,41,2010,0
82,18.8,72.8,298.8355,297.5773,0.0,0.0,101295.12,2,42,2010,0
83,19.05,72.8,299.3194,297.61172,0.0,0.0,101289.6,2,42,2010,0
84,18.8,72.8,299.01846,297.3368,0.0,0.0,101410.78,2,43,2010,0
85,19.05,72.8,299.6834,297.3497,1.67e-10,6.94e-12,101408.74,2,43,2010,0
86,18.8,72.8,299.735,297.81128,0.0,0.0,101253.18,2,44,2010,0
87,19.05,72.8,300.34286,297.93655,0.0,0.0,101252.84,2,44,2010,0
88,18.8,72.8,299.6916,297.949,0.0,0.0,101137.85,2,45,2010,0
89,19.05,72.8,300.21432,297.85696,0.0,0.0,101136.81,2,45,2010,0
90,18.8,72.8,299.85364,298.14752,1.33e-06,1.35e-07,101085.57,2,46,2010,0
91,19.05,72.8,300.43427,298.06693,6.63e-05,5.23e-06,101089.625,2,46,2010,0
92,18.8,72.8,300.6471,298.72812,0.0,0.0,101198.41,2,47,2010,0
93,19.05,72.8,301.25903,298.7733,0.0,0.0,101205.5,2,47,2010,0
94,18.8,72.8,300.88647,298.85754,0.0,0.0,101262.305,2,48,2010,0
95,19.05,72.8,301.4433,298.8417,0.0,0.0,101269.48,2,48,2010,0
96,18.8,72.8,299.65054,297.9174,0.0,0.0,101204.26,2,49,2010,0
97,19.05,72.8,300.43845,297.85617,0.0,0.0,101200.445,2,49,2010,0
98,18.8,72.8,299.01263,297.79593,0.0,0.0,101264.79,2,50,2010,0
99,19.05,72.8,299.8755,297.8452,0.0,0.0,101259.48,2,50,2010,0
100,18.8,72.8,299.27966,297.91605,0.0,0.0,101244.54,2,51,2010,0
101,19.05,72.8,300.04297,297.9548,0.0,0.0,101240.805,2,51,2010,0
102,18.8,72.8,299.57135,298.02982,2.81e-05,2.67e-06,101250.74,2,52,2010,0
103,19.05,72.8,300.4198,298.0416,5.55e-05,4.87e-06,101244.75,2,52,2010,0
104,18.8,72.8,299.65228,298.44202,0.0,0.0,101234.195,2,53,2010,0
105,19.05,72.8,300.20276,298.47543,1.7e-05,1.4e-06,101230.055,2,53,2010,0
106,18.8,72.8,299.3391,298.02884,0.0,0.0,101170.85,2,54,2010,0
107,19.05,72.8,300.07336,298.04712,0.0,0.0,101167.914,2,54,2010,0
108,18.8,72.8,298.2136,296.82834,1.72e-06,2.23e-07,101164.09,2,55,2010,0
109,19.05,72.8,298.734,296.82272,7.63e-07,7.94e-08,101161.664,2,55,2010,0
110,18.8,72.8,298.16757,296.35855,4.77e-07,6.36e-08,101165.18,2,56,2010,0
111,19.05,72.8,299.02124,296.58588,3.82e-07,3.18e-08,101162.79,2,56,2010,0
112,18.8,72.8,299.9602,297.68954,0.0,0.0,101177.305,2,57,2010,0
113,19.05,72.8,300.806,297.98535,0.0,0.0,101176.12,2,57,2010,0
114,18.8,72.8,300.85632,298.9555,0.0,0.0,101118.586,2,58,2010,0
115,19.05,72.8,302.3289,299.32718,0.0,0.0,101116.12,2,58,2010,0
116,18.8,72.8,301.56226,299.65973,0.0,0.0,101074.31,2,59,2010,0
117,19.05,72.8,302.9476,300.07202,0.0,0.0,101072.07,2,59,2010,0
118,18.8,72.8,300.5416,299.6707,0.0,0.0,101139.49,3,60,2010,0
119,19.05,72.8,301.4419,299.96085,0.0,0.0,101134.414,3,60,2010,0
120,18.8,72.8,300.35788,299.14624,0.0,0.0,101148.46,3,61,2010,0
121,19.05,72.8,301.0127,299.36517,0.0,0.0,101136.81,3,61,2010,0
122,18.8,72.8,300.04114,298.856,0.0,0.0,101137.73,3,62,2010,0
123,19.05,72.8,300.74533,298.97415,0.0,0.0,101131.96,3,62,2010,0
124,18.8,72.8,299.45398,298.18347,3.34e-06,1.79e-07,101134.4,3,63,2010,0
125,19.05,72.8,300.12012,298.25604,4.67e-06,2.58e-07,101130.79,3,63,2010,0
126,18.8,72.8,299.4818,297.98123,1.03e-05,1.47e-06,101182.27,3,64,2010,0
127,19.05,72.8,300.11633,298.1273,1.53e-05,2.07e-06,101177.54,3,64,2010,0
128,18.8,72.8,299.45276,298.18542,4.58e-06,1.03e-06,101313.1,3,65,2010,0
129,19.05,72.8,299.94037,298.34503,5.53e-06,9.46e-07,101307.586,3,65,2010,0
130,18.8,72.8,299.41455,297.97165,3.15e-06,5.17e-07,101420.02,3,66,2010,0
131,19.05,72.8,300.15485,298.176,7.63e-07,1.19e-07,101417.35,3,66,2010,0
132,18.8,72.8,300.9502,298.93768,0.0,0.0,101291.72,3,67,2010,0
133,19.05,72.8,301.69928,299.17868,0.0,0.0,101293.69,3,67,2010,0
134,18.8,72.8,301.6197,299.96622,0.0,0.0,101186.27,3,68,2010,0
135,19.05,72.8,302.6669,300.22562,0.0,0.0,101188.805,3,68,2010,0
136,18.8,72.8,303.04977,300.58536,3.81e-07,1.59e-08,101152.73,3,69,2010,0
137,19.05,72.8,304.2205,300.91907,8.01e-06,3.65e-07,101147.27,3,69,2010,1
138,18.8,72.8,301.01697,299.8105,9.53e-07,3.97e-08,101319.19,3,70,2010,0
139,19.05,72.8,301.88025,300.14194,9.15e-06,5.96e-07,101313.51,3,70,2010,0
140,18.8,72.8,303.1076,301.06775,0.0,0.0,101358.24,3,71,2010,0
141,19.05,72.8,303.8584,301.49734,0.0,0.0,101354.66,3,71,2010,1
142,18.8,72.8,302.7655,300.98193,0.0,0.0,101244.12,3,72,2010,0
143,19.05,72.8,303.6701,301.46304,0.0,0.0,101238.5,3,72,2010,1
144,18.8,72.8,302.08374,300.12473,0.0,0.0,101197.62,3,73,2010,0
145,19.05,72.8,303.0147,300.30362,0.0,0.0,101190.32,3,73,2010,0
146,18.8,72.8,300.23096,298.8291,4.77e-07,3.18e-08,101148.13,3,74,2010,0
147,19.05,72.8,300.9975,298.84586,1.33e-06,9.54e-08,101144.586,3,74,2010,0
148,18.8,72.8,300.70166,298.68692,9.53e-08,7.94e-09,101117.32,3,75,2010,0
149,19.05,72.8,301.80215,299.01407,6.68e-07,4.37e-08,101112.01,3,75,2010,0
150,18.8,72.8,300.5725,299.1815,1.05e-06,5.96e-08,101208.66,3,76,2010,0
151,19.05,72.8,301.55862,299.48105,1.14e-06,8.75e-08,101202.34,3,76,2010,0
152,18.8,72.8,301.86353,300.35104,0.0,0.0,101248.5,3,77,2010,0
153,19.05,72.8,302.96494,300.71756,0.0,0.0,101240.76,3,77,2010,0
154,18.8,72.8,302.05872,300.82513,0.0,0.0,101186.88,3,78,2010,0
155,19.05,72.8,302.90363,301.14398,0.0,0.0,101179.27,3,78,2010,0
156,18.8,72.8,301.43665,300.33487,0.0,0.0,101108.9,3,79,2010,0
157,19.05,72.8,301.87518,300.4652,0.0,0.0,101100.586,3,79,2010,0
158,18.8,72.8,302.0371,300.508,0.0,0.0,100939.664,3,80,2010,0
159,19.05,72.8,303.1293,300.8807,0.0,0.0,100931.22,3,80,2010,0
160,18.8,72.8,302.82056,301.31656,0.0,0.0,100738.27,3,81,2010,0
161,19.05,72.8,303.53766,301.64188,0.0,0.0,100730.04,3,81,2010,0
162,18.8,72.8,301.99893,301.00003,0.0,0.0,100633.94,3,82,2010,0
163,19.05,72.8,302.7343,301.05765,0.0,0.0,100627.93,3,82,2010,0
164,18.8,72.8,301.45227,300.01358,0.0,0.0,100725.71,3,83,2010,0
165,19.05,72.8,302.15674,300.0473,0.0,0.0,100720.75,3,83,2010,0
166,18.8,72.8,300.89752,299.71182,1.24e-06,1.51e-07,100832.35,3,84,2010,0
167,19.05,72.8,301.5357,299.8061,2.67e-06,3.58e-07,100828.086,3,84,2010,0
168,18.8,72.8,300.95093,299.57608,3.24e-06,3.65e-07,100860.695,3,85,2010,0
169,19.05,72.8,301.7063,299.74612,8.2e-06,9.38e-07,100856.22,3,85,2010,0
170,18.8,72.8,301.03748,299.68765,9.53e-08,3.97e-09,100955.51,3,86,2010,0
171,19.05,72.8,301.79602,299.90857,3.81e-07,1.59e-08,100951.93,3,86,2010,0
172,18.8,72.8,301.10892,300.02274,0.0,0.0,100953.99,3,87,2010,0
173,19.05,72.8,301.87012,300.24084,0.0,0.0,100946.43,3,87,2010,0
174,18.8,72.8,301.87875,300.85168,0.0,0.0,101014.164,3,88,2010,0
175,19.05,72.8,302.45425,300.97217,0.0,0.0,101002.375,3,88,2010,0
176,18.8,72.8,301.32245,300.49826,0.0,0.0,101097.44,3,89,2010,0
177,19.05,72.8,301.57434,300.4896,0.0,0.0,101086.43,3,89,2010,0
178,18.8,72.8,300.77618,299.8267,9.53e-08,7.94e-09,101107.49,3,90,2010,0
179,19.05,72.8,301.0788,299.91617,3.81e-07,4.77e-08,101096.12,3,90,2010,0
180,18.8,72.8,301.28384,300.28238,5.34e-06,1.29e-06,101069.375,4,91,2010,0
181,19.05,72.8,301.48654,300.43365,7.63e-06,2.02e-06,101056.01,4,91,2010,0
182,18.8,72.8,300.9427,300.0004,1.72e-06,1.87e-07,101032.79,4,92,2010,0
183,19.05,72.8,301.46152,300.21158,8.39e-06,6.52e-07,101025.29,4,92,2010,0
184,18.8,72.8,302.91055,300.58524,0.0,0.0,101024.78,4,93,2010,0
185,19.05,72.8,303.65054,300.783,0.0,0.0,101028.46,4,93,2010,1
186,18.8,72.8,303.19147,301.28348,0.0,0.0,101014.88,4,94,2010,0
187,19.05,72.8,303.88605,301.3385,0.0,0.0,101019.43,4,94,2010,1
188,18.8,72.8,303.54858,301.37823,0.0,0.0,100955.38,4,95,2010,0
189,19.05,72.8,304.41647,301.51233,0.0,0.0,100952.03,4,95,2010,1
190,18.8,72.8,302.4902,301.25916,0.0,0.0,100881.21,4,96,2010,0
191,19.05,72.8,303.3766,301.46472,0.0,0.0,100875.13,4,96,2010,0
192,18.8,72.8,302.4317,301.2641,0.0,0.0,100932.96,4,97,2010,0
193,19.05,72.8,303.6334,301.5481,0.0,0.0,100919.1,4,97,2010,1
194,18.8,72.8,303.21548,301.7893,2.12e-05,1.55e-06,101006.93,4,98,2010,0
195,19.05,72.8,304.4235,302.07242,0.0,0.0,100992.51,4,98,2010,1
196,18.8,72.8,302.1899,301.38846,1.53e-06,1.27e-07,101081.375,4,99,2010,0
197,19.05,72.8,302.12506,301.41653,7.63e-07,9.54e-08,101074.31,4,99,2010,0
198,18.8,72.8,301.85327,300.98984,7.63e-07,4.77e-08,100861.07,4,100,2010,0
199,19.05,72.8,302.49222,301.15012,1.92e-07,1.6e-08,100852.336,4,100,2010,0
200,18.8,72.8,302.89255,301.11026,0.0,0.0,100761.44,4,101,2010,0
201,19.05,72.8,303.84033,301.38504,0.0,0.0,100757.85,4,101,2010,1
202,18.8,72.8,302.5876,301.2246,0.0,0.0,100733.88,4,102,2010,0
203,19.05,72.8,303.50784,301.47372,0.0,0.0,100726.945,4,102,2010,0
204,18.8,72.8,302.3219,301.17307,0.0,0.0,100839.26,4,103,2010,0
205,19.05,72.8,302.62323,301.2627,0.0,0.0,100829.805,4,103,2010,0
206,18.8,72.8,301.88824,300.8462,0.0,0.0,100822.32,4,104,2010,0
207,19.05,72.8,302.18677,300.99466,0.0,0.0,100812.73,4,104,2010,0
208,18.8,72.8,301.77078,300.89304,2.48e-06,4.37e-07,100939.29,4,105,2010,0
209,19.05,72.8,302.13885,301.08942,3.81e-06,4.37e-07,100933.086,4,105,2010,0
210,18.8,72.8,302.08838,301.03122,0.0,0.0,100898.94,4,106,2010,0
211,19.05,72.8,302.72235,301.2983,0.0,0.0,100886.43,4,106,2010,0
212,18.8,72.8,301.87076,301.06638,2.48e-06,5.13e-07,100976.16,4,107,2010,0
213,19.05,72.8,302.38745,301.32703,3.15e-06,5.36e-07,100968.77,4,107,2010,0
214,18.8,72.8,301.82983,300.9998,3.81e-07,1.99e-08,100989.555,4,108,2010,0
215,19.05,72.8,302.06195,301.16135,5.72e-07,3.97e-08,100980.625,4,108,2010,0
216,18.8,72.8,302.19135,301.18372,1.63e-05,3.45e-06,100927.88,4,109,2010,0
217,19.05,72.8,302.41748,301.3726,1.44e-05,3.23e-06,100915.12,4,109,2010,0
218,18.8,72.8,302.11334,301.3319,9.54e-07,1.63e-07,100811.44,4,110,2010,0
219,19.05,72.8,302.42764,301.53568,3.62e-06,3.42e-07,100801.23,4,110,2010,0
220,18.8,72.8,302.49945,301.57986,9.54e-07,9.54e-08,100822.87,4,111,2010,0
221,19.05,72.8,303.0727,301.78104,1.14e-06,2.15e-07,100814.63,4,111,2010,0
222,18.8,72.8,302.49442,301.54178,1.34e-06,1.11e-07,100861.37,4,112,2010,0
223,19.05,72.8,303.11682,301.80307,7.63e-07,1.11e-07,100857.305,4,112,2010,0
224,18.8,72.8,303.77942,302.3048,2.86e-07,1.99e-08,100827.12,4,113,2010,1
225,19.05,72.8,304.77643,302.6481,0.000129104,5.45e-06,100821.32,4,113,2010,1
226,18.8,72.8,303.70526,302.6719,0.0,0.0,100827.305,4,114,2010,1
227,19.05,72.8,304.55176,302.93497,0.0,0.0,100817.24,4,114,2010,1
228,18.8,72.8,303.1303,301.95914,2.86e-07,1.19e-08,100821.53,4,115,2010,0
229,19.05,72.8,303.52148,302.13663,0.0,0.0,100811.69,4,115,2010,0
230,18.8,72.8,303.88956,302.17813,1.7e-05,7.31e-07,100958.57,4,116,2010,1
231,19.05,72.8,304.49176,302.51956,1e-09,6.94e-11,100952.195,4,116,2010,1
232,18.8,72.8,303.02118,302.03787,5.82e-06,6.91e-07,101067.46,4,117,2010,0
233,19.05,72.8,303.54437,302.28827,3.05e-06,4.61e-07,101060.57,4,117,2010,0
234,18.8,72.8,303.58246,302.36893,0.0,0.0,100979.555,4,118,2010,0
235,19.05,72.8,304.13916,302.62485,0.0,0.0,100967.29,4,118,2010,1
236,18.8,72.8,303.10025,302.09613,0.0,0.0,100777.23,4,119,2010,0
237,19.05,72.8,303.6457,302.35422,0.0,0.0,100766.9,4,119,2010,1
238,18.8,72.8,303.05627,302.2327,0.000210796,1.09e-05,100909.414,4,120,2010,0
239,19.05,72.8,303.29593,302.30106,2.67e-05,3.65e-06,100898.94,4,120,2010,0
240,18.8,72.8,303.28522,302.40683,2.1e-05,5.26e-06,101017.0,5,121,2010,0
241,19.05,72.8,303.96045,302.59915,8.01e-05,7.24e-06,101008.71,5,121,2010,1
242,18.8,72.8,302.8226,301.98053,1.72e-06,1.43e-07,100890.96,5,122,2010,0
243,19.05,72.8,303.28915,302.12778,1.53e-06,1.27e-07,100882.23,5,122,2010,0
244,18.8,72.8,302.66934,301.8167,2.29e-06,3.46e-07,100762.29,5,123,2010,0
245,19.05,72.8,303.13464,301.91653,3.81e-06,5.56e-07,100754.18,5,123,2010,0
246,18.8,72.8,302.464,301.63474,8.87e-06,1.2e-06,100598.91,5,124,2010,0
247,19.05,72.8,303.00684,301.79544,8.87e-06,1.36e-06,100593.53,5,124,2010,0
248,18.8,72.8,302.64008,301.7416,4.2e-06,1.01e-06,100574.06,5,125,2010,0
249,19.05,72.8,303.14963,301.97092,8.01e-06,1.24e-06,100566.125,5,125,2010,0
250,18.8,72.8,302.87753,302.03,9.44e-06,1.94e-06,100583.13,5,126,2010,0
251,19.05,72.8,303.48816,302.34583,1.26e-05,2.63e-06,100574.87,5,126,2010,0
252,18.8,72.8,303.43542,302.33304,6.1e-06,6.44e-07,100483.625,5,127,2010,0
253,19.05,72.8,304.08655,302.668,1.01e-05,8.9e-07,100473.945,5,127,2010,1
254,18.8,72.8,303.9048,302.69876,0.0,0.0,100562.02,5,128,2010,1
255,19.05,72.8,304.6248,303.05814,4.2e-06,1.75e-07,100549.6,5,128,2010,1
256,18.8,72.8,304.04382,303.0283,1.72e-06,1.39e-07,100471.41,5,129,2010,1
257,19.05,72.8,305.0564,303.5367,0.0,0.0,100460.87,5,129,2010,1
258,18.8,72.8,303.49667,302.72012,1.27e-05,2.02e-06,100526.414,5,130,2010,0
259,19.05,72.8,304.21515,303.01318,1.25e-05,1.64e-06,100513.49,5,130,2010,1
260,18.8,72.8,303.27332,302.44308,1.91e-07,2.38e-08,100544.73,5,131,2010,0
261,19.05,72.8,304.0158,302.7842,7.63e-07,9.53e-08,100532.82,5,131,2010,1
262,18.8,72.8,303.08307,302.24487,7.82e-06,8.27e-07,100611.02,5,132,2010,0
263,19.05,72.8,303.4623,302.44955,5.54e-06,3.58e-07,100597.125,5,132,2010,0
264,18.8,72.8,303.18768,302.22635,3.62e-06,6.99e-07,100634.97,5,133,2010,0
265,19.05,72.8,303.4704,302.41888,6.49e-06,1.16e-06,100623.62,5,133,2010,0
266,18.8,72.8,302.9911,302.20422,7.44e-06,9.97e-07,100600.75,5,134,2010,0
267,19.05,72.8,303.26135,302.41455,7.06e-06,9.06e-07,100590.086,5,134,2010,0
268,18.8,72.8,302.95737,301.96878,1.9e-05,2.94e-06,100604.72,5,135,2010,0
269,19.05,72.8,303.2706,302.1864,1.34e-05,2.12e-06,100595.01,5,135,2010,0
270,18.8,72.8,303.10028,302.16574,1.91e-07,1.99e-08,100569.84,5,136,2010,0
271,19.05,72.8,303.4904,302.32608,1.72e-06,2.22e-07,100559.62,5,136,2010,0
272,18.8,72.8,303.03284,302.30508,3.25e-05,6.82e-06,100648.23,5,137,2010,0
273,19.05,72.8,303.61462,302.58447,2.16e-05,5.32e-06,100640.03,5,137,2010,1
274,18.8,72.8,303.70483,302.8347,5.72e-06,8.5e-07,100506.94,5,138,2010,1
275,19.05,72.8,304.68488,303.09985,1.18e-05,1.77e-06,100496.02,5,138,2010,1
276,18.8,72.8,303.4235,302.68237,4.2e-06,1.3e-06,100477.06,5,139,2010,0
277,19.05,72.8,303.95978,302.84592,4.58e-06,8.9e-07,100461.35,5,139,2010,1
278,18.8,72.8,303.52863,302.70755,4.39e-05,7.84e-06,100367.49,5,140,2010,0
279,19.05,72.8,304.18384,302.92343,4.6e-05,6.6e-06,100349.336,5,140,2010,1
280,18.8,72.8,303.33234,302.70993,7.48e-05,1.95e-05,100443.414,5,141,2010,0
281,19.05,72.8,303.7135,302.95148,5.84e-05,1.54e-05,100423.195,5,141,2010,1
282,18.8,72.8,303.29303,302.67984,6.46e-05,1.98e-05,100526.9,5,142,2010,0
283,19.05,72.8,303.68353,302.95847,5.34e-05,1.42e-05,100509.414,5,142,2010,1
284,18.8,72.8,303.11493,302.50516,3.53e-05,1.23e-05,100581.69,5,143,2010,0
285,19.05,72.8,303.53757,302.85452,2.12e-05,6.15e-06,100566.72,5,143,2010,0
286,18.8,72.8,303.14844,302.52115,2.33e-05,7.12e-06,100587.53,5,144,2010,0
287,19.05,72.8,303.54553,302.84412,1.45e-05,3.83e-06,100569.445,5,144,2010,0
288,18.8,72.8,303.55515,302.8547,1.47e-05,6.17e-06,100652.87,5,145,2010,0
289,19.05,72.8,303.94064,303.13092,1.5e-05,4.06e-06,100635.23,5,145,2010,1
290,18.8,72.8,303.70016,303.06534,0.000101856,3.37e-05,100694.26,5,146,2010,1
291,19.05,72.8,303.93903,303.2243,9.01e-05,3.89e-05,100674.35,5,146,2010,1
292,18.8,72.8,303.6936,303.09637,8.85e-05,3.38e-05,100668.5,5,147,2010,1
293,19.05,72.8,304.13654,303.35605,8.37e-05,2.93e-05,100650.32,5,147,2010,1
294,18.8,72.8,303.70575,303.139,4.6e-05,1.52e-05,100736.625,5,148,2010,1
295,19.05,72.8,304.02768,303.33118,5.85e-05,1.99e-05,100721.25,5,148,2010,1
296,18.8,72.8,303.69534,302.9104,5.61e-05,1.41e-05,100793.31,5,149,2010,1
297,19.05,72.8,303.9749,303.12,4.74e-05,1.35e-05,100781.555,5,149,2010,1
298,18.8,72.8,303.28192,302.70242,2.48e-06,2.98e-07,100777.07,5,150,2010,0
299,19.05,72.8,303.64392,302.93686,3.91e-06,4.85e-07,100764.9,5,150,2010,1
300,18.8,72.8,303.59744,302.8478,0.000409706,3.97e-05,100767.23,5,151,2010,1
301,19.05,72.8,303.86783,303.10504,0.000461712,3.26e-05,100757.59,5,151,2010,1
302,18.8,72.8,303.9166,302.66202,0.000385148,6.16e-05,100802.305,6,152,2010,1
303,19.05,72.8,304.06845,302.83386,0.000136464,4.45e-05,100792.4,6,152,2010,1
304,18.8,72.8,303.37088,302.37558,0.001658515,0.000190341,100946.74,6,153,2010,0
305,19.05,72.8,303.6465,302.4552,0.001483858,0.000215484,100938.74,6,153,2010,1
306,18.8,72.8,303.63446,302.64633,0.000810969,5.93e-05,101047.12,6,154,2010,1
307,19.05,72.8,303.79614,302.6994,0.001049362,8.57e-05,101038.54,6,154,2010,1
308,18.8,72.8,303.77435,303.10648,0.000214307,3.85e-05,101091.164,6,155,2010,1
309,19.05,72.8,304.0485,303.28143,0.000154497,3.51e-05,101079.56,6,155,2010,1
